Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
1_R1_001 - illumina_universal_adapter	(1, 0.003590932999138017)	(2, 0.0038994542576999192)	(3, 0.004519677406355289)	(4, 0.005807833176639521)	(5, 0.006192689591959007)	(6, 0.006800190214488114)	(7, 0.007172324103681336)	(8, 0.0077384765163000845)	(9, 0.008425492927118342)	(10, 0.010165298374884946)	(12, 0.01238855981544958)	(14, 0.01573776481818858)	(16, 0.018765726036239418)	(18, 0.021949538199336982)	(20, 0.025098363415587327)	(22, 0.027714432850300362)	(24, 0.03016510944537197)	(26, 0.03270007277603007)	(28, 0.03575347904633344)	(30, 0.039409614991868555)	(32, 0.04419805576264117)	(34, 0.0503605293550503)	(36, 0.058141944397026524)	(38, 0.06780788362145562)	(40, 0.08077213774411865)	(42, 0.09706015181726814)	(44, 0.1171585624652337)	(46, 0.14170031536279698)	(48, 0.17143603955140757)	(50, 0.20683964912926872)	(52, 0.24934083796981943)	(54, 0.2998365441649613)	(56, 0.36093011462328106)	(58, 0.4343915707920952)	(60, 0.5226779505295386)	(62, 0.6303979889248501)	(64, 0.7572527066140629)	(66, 0.9109853510607739)	(68, 1.0821876141946114)	(70, 1.2761981860413087)	(72, 1.500871636168068)	(74, 1.7584693935938327)	(76, 2.069732356535945)	(78, 2.398878420264287)	(80, 2.764103977770948)	(82, 3.1746058251294507)	(84, 3.6106004342134552)	(86, 4.082873326546502)	(88, 4.582921083728948)	(90, 5.109321963466185)	(92, 5.68194696125167)	(94, 6.304598522081392)	(96, 6.926049394507946)	(98, 7.584074348915978)	(100, 8.267215160213023)	(102, 8.970712013312088)	(104, 9.69107098447575)	(106, 10.423115595886387)	(108, 11.18002956524234)	(110, 11.952595422365125)	(112, 12.740210437579517)	(114, 13.558335660760456)	(116, 14.386893355364933)	(118, 15.257653259445991)	(120, 16.11439134942014)	(122, 16.986002072435895)	(124, 17.86670463068463)	(126, 18.769652525865133)	(128, 19.682334743847996)	(130, 20.586308392697436)	(132, 21.496010358935223)	(134, 22.422835255023195)	(136, 23.342879044685873)	(138, 24.310573465638697)
1_R1_001 - polya	(1, 0.0074331358892697486)	(2, 0.015725042292062317)	(3, 0.019525896972283692)	(4, 0.025219227413786835)	(5, 0.029013720830945076)	(6, 0.03207348836431157)	(7, 0.03540042894632961)	(8, 0.04303712525361958)	(9, 0.054904061497892336)	(10, 0.06745006257415444)	(12, 0.07608229655082457)	(14, 0.089607932138809)	(16, 0.10703938324755648)	(18, 0.11929594685444606)	(20, 0.13324778706766033)	(22, 0.1488853619926046)	(24, 0.16261932894590658)	(26, 0.17968659774428974)	(28, 0.19572334192644553)	(30, 0.20946526045857644)	(32, 0.22142284470149884)	(34, 0.23500732197281723)	(36, 0.2468185971652876)	(38, 0.25764546689873824)	(40, 0.2717515677412335)	(42, 0.2839508799805549)	(44, 0.29749400904196294)	(46, 0.3125702025015858)	(48, 0.32522116441838955)	(50, 0.3375938210761813)	(52, 0.35296581326823984)	(54, 0.3761383042914639)	(56, 0.3933168951934519)	(58, 0.40738959940486563)	(60, 0.4223099419194418)	(62, 0.43747360274618274)	(64, 0.4539445031323972)	(66, 0.47273885485242073)	(68, 0.4927418465544393)	(70, 0.5142333738132308)	(72, 0.5312465718755774)	(74, 0.5441742487356274)	(76, 0.5610570409051797)	(78, 0.5769538372999465)	(80, 0.5893503486942251)	(82, 0.6020060815583262)	(84, 0.6198303406612221)	(86, 0.6400130380447742)	(88, 0.6542288706751085)	(90, 0.670450091486095)	(92, 0.6853529405272476)	(94, 0.7070989183085643)	(96, 0.7240326005826216)	(98, 0.7373403629106938)	(100, 0.7496764423058726)	(102, 0.7638763717785491)	(104, 0.7770918957922057)	(106, 0.7891623924544988)	(108, 0.8033495994010489)	(110, 0.8166605423606526)	(112, 0.8283191472396079)	(114, 0.8396867243334247)	(116, 0.8519432879403144)	(118, 0.8652208342688366)	(120, 0.8780117439730293)	(122, 0.8891709897015285)	(124, 0.9001553006957917)	(126, 0.9132897186053935)	(128, 0.9250675971667826)	(130, 0.9378060264507043)	(132, 0.9525116763368997)	(134, 0.9653264407775792)	(136, 0.9762042006155349)	(138, 0.9847521478566186)
1_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.009274721546046465)	(4, 0.01116401667579667)	(5, 0.011707904667694455)	(6, 0.01210230297760864)	(7, 0.012410824236170542)	(8, 0.01257939770734354)	(9, 0.012741609915453407)	(10, 0.012930857491581585)	(12, 0.013099430962754583)	(14, 0.013280726960053845)	(16, 0.013411132852848052)	(18, 0.013539948429876474)	(20, 0.013652860849247066)	(22, 0.013751460426725613)	(24, 0.013858011583033073)	(26, 0.013970924002403667)	(28, 0.014096558947900524)	(30, 0.014228555156460513)	(32, 0.014363731996552068)	(34, 0.0145386667307882)	(36, 0.014712011149258545)	(38, 0.014875813673134196)	(40, 0.015073012828091287)	(42, 0.015225683141606454)	(44, 0.015462640190708123)	(46, 0.016173511338013126)	(48, 0.016434323123601536)	(50, 0.01664424480468489)	(52, 0.016847805222705115)	(54, 0.01703864311459908)	(56, 0.017218348796132557)	(58, 0.017477570265955186)	(60, 0.017776549629922388)	(62, 0.018102564361907904)	(64, 0.01878958077272616)	(66, 0.021281605577708123)	(68, 0.02687315581020116)	(70, 0.10081647765604759)	(72, 0.2931556276329069)	(74, 0.3106665945299435)	(76, 0.3147123578380955)	(78, 0.31731252411515065)	(80, 0.3197186718687804)	(82, 0.3227784394021469)	(84, 0.3263741433485822)	(86, 0.33011615634546965)	(88, 0.3342318935473161)	(90, 0.33837943706447815)	(92, 0.3419624184847872)	(94, 0.3453577426447339)	(96, 0.34848907438756066)	(98, 0.35181124402228137)	(100, 0.355375141653401)	(102, 0.3598439289552513)	(104, 0.36535755371522094)	(106, 0.37235335276890036)	(108, 0.38065321075052183)	(110, 0.3926887204659676)	(112, 0.4061507434233207)	(114, 0.4253092774537085)	(116, 0.45290602693734094)	(118, 0.4891763586075539)	(120, 0.5341966076211049)	(122, 0.5889464084897162)	(124, 0.6425416401123691)	(126, 0.7057105726450357)	(128, 0.7810024822602661)	(130, 0.869204575262123)	(132, 0.9806523138124299)	(134, 1.1043868319691765)	(136, 1.2345048776097758)	(138, 1.3796434556581956)
1_R2 - illumina_universal_adapter	(1, 6.975163905889043e-05)	(2, 6.975163905889043e-05)	(3, 7.440174832948312e-05)	(4, 0.00010695251322363198)	(5, 0.00012555295030600277)	(6, 0.00014880349665896624)	(7, 0.00015810371520015164)	(8, 0.00015810371520015164)	(9, 0.00017205404301192973)	(10, 0.00025343095524730185)	(12, 0.00033248281284737767)	(14, 0.00039293423336508274)	(16, 0.0004557107085180841)	(18, 0.0005626632217417161)	(20, 0.0006765908988712371)	(22, 0.0008486449418831669)	(24, 0.0009974484385421331)	(26, 0.001176477645459952)	(28, 0.0014275835460719572)	(30, 0.0016763643920486666)	(32, 0.001985596658543081)	(34, 0.0023297047445669404)	(36, 0.0027319391964732084)	(38, 0.0031527740854618473)	(40, 0.003634060394968191)	(42, 0.004152547578639277)	(44, 0.004766362002357512)	(46, 0.005459228283675824)	(48, 0.006152094564994135)	(50, 0.006998414452242006)	(52, 0.007833109066313395)	(54, 0.00874685553798486)	(56, 0.009825680888762366)	(58, 0.0110765602825518)	(60, 0.012478568227635496)	(62, 0.0140038040683899)	(64, 0.015924299197144685)	(66, 0.018191227466558622)	(68, 0.02057440846773738)	(70, 0.023283097117857622)	(72, 0.026217316067601616)	(74, 0.029681647474193173)	(76, 0.03322270568374951)	(78, 0.036998594411470784)	(80, 0.04119531802818069)	(82, 0.045784975878255675)	(84, 0.05002122542376562)	(86, 0.05439930330202864)	(88, 0.0592051912331862)	(90, 0.06352049263629622)	(92, 0.06851470999291277)	(94, 0.07372283237597659)	(96, 0.07869844929551076)	(98, 0.08334158340219758)	(100, 0.08785683950394307)	(102, 0.09234186989542974)	(104, 0.09703848025872835)	(106, 0.1010864003787793)	(108, 0.10514594577200673)	(110, 0.1091706153457047)	(112, 0.11307670713300257)	(114, 0.11670844247333545)	(116, 0.12044713032689199)	(118, 0.12339994971371834)	(120, 0.1257947559880736)	(122, 0.12774547682708723)	(124, 0.12913585949899442)	(126, 0.13008680684483065)	(128, 0.13050531667918397)	(130, 0.13091917640426673)	(132, 0.13134001129325537)	(134, 0.13178409672859698)	(136, 0.13231188413080924)	(138, 0.13280479571349207)
1_R2 - polya	(1, 0.008537600620808187)	(2, 0.01654508878476881)	(3, 0.02025587598270178)	(4, 0.02596621016698961)	(5, 0.02943519168285176)	(6, 0.0324670629272782)	(7, 0.03616389979739939)	(8, 0.044580597577172164)	(9, 0.05630352304833635)	(10, 0.06910062376100745)	(12, 0.07763124921790975)	(14, 0.09041904971203966)	(16, 0.10761050368542086)	(18, 0.11924275202580847)	(20, 0.13293267371843337)	(22, 0.14814085608790678)	(24, 0.16184472810834344)	(26, 0.1784316678765476)	(28, 0.19406301018964495)	(30, 0.20779478286570516)	(32, 0.22001527002882276)	(34, 0.23332853287052965)	(36, 0.24420281339981068)	(38, 0.2545028054341735)	(40, 0.26811600032383365)	(42, 0.2796064203314682)	(44, 0.2928150557145867)	(46, 0.30765587945168327)	(48, 0.31986474134162446)	(50, 0.33187829864220064)	(52, 0.3464982421889441)	(54, 0.36914427433673047)	(56, 0.3854382572208873)	(58, 0.3989096237777944)	(60, 0.41323428538585516)	(62, 0.42820531218252833)	(64, 0.4442412140021672)	(66, 0.4620278819621843)	(68, 0.48285804643980423)	(70, 0.5040369691127187)	(72, 0.5205750827335816)	(74, 0.5328676465903934)	(76, 0.5486315170177027)	(78, 0.5645023399582355)	(80, 0.576736777449165)	(82, 0.589110718218212)	(84, 0.6073995979794531)	(86, 0.6277717266939198)	(88, 0.6417685555984037)	(90, 0.6578649088385604)	(92, 0.6734288245672342)	(94, 0.6968770005641978)	(96, 0.7142846846186615)	(98, 0.728253612867522)	(100, 0.7412739188251816)	(102, 0.7563797987907019)	(104, 0.770495205481586)	(106, 0.7832737057571747)	(108, 0.7996513906082022)	(110, 0.8144829141267576)	(112, 0.8278054771870057)	(114, 0.8408746092920065)	(116, 0.8553922504347968)	(118, 0.8711514707528354)	(120, 0.8860806465660733)	(122, 0.8993660087521567)	(124, 0.912862950910052)	(126, 0.9279339550560428)	(128, 0.9422679168826449)	(130, 0.959043186076308)	(132, 0.9781993112165146)	(134, 0.9973926372308859)	(136, 1.0137656719726427)	(138, 1.027788076478115)
1_R2 - polyg	(1, 0.6755818251595185)	(2, 0.6780138323080385)	(3, 0.6785253443278036)	(4, 0.6788694524138276)	(5, 0.6793019125759927)	(6, 0.6798366751421109)	(7, 0.6811991571583945)	(8, 0.6820222264992893)	(9, 0.6828359956216431)	(10, 0.6838334440601852)	(12, 0.6852912533165161)	(14, 0.6859515688329403)	(16, 0.6863491531755759)	(18, 0.686749062572847)	(20, 0.6870303941837177)	(22, 0.6872559244833414)	(24, 0.6875372560942123)	(26, 0.6877418609021184)	(28, 0.6879464657100245)	(30, 0.6881440953540247)	(32, 0.688278948522872)	(34, 0.6885068038771309)	(36, 0.6887021084664958)	(38, 0.6888578871270608)	(40, 0.6890787673174138)	(42, 0.6892973224531316)	(44, 0.6894949520971319)	(46, 0.6896414305391556)	(48, 0.689864635784144)	(50, 0.6900738907013206)	(52, 0.6902575700175091)	(54, 0.6904458994429681)	(56, 0.6905900528303565)	(58, 0.6907551317094625)	(60, 0.691010887719345)	(62, 0.6912875692209453)	(64, 0.6915456502854632)	(66, 0.691747930038734)	(68, 0.6919316093549224)	(70, 0.6921106385618403)	(72, 0.6923082682058403)	(74, 0.6925035727952054)	(76, 0.6927546786958174)	(78, 0.6929476582305469)	(80, 0.6931359876560059)	(82, 0.6933289671907356)	(84, 0.6934870709059358)	(86, 0.6937195763694654)	(88, 0.6939334813959126)	(90, 0.6941032103842892)	(92, 0.6942985149736541)	(94, 0.6945170701093719)	(96, 0.6947356252450898)	(98, 0.694949530271537)	(100, 0.6951727355165256)	(102, 0.6954331416356787)	(104, 0.6957307486289968)	(106, 0.696000454966691)	(108, 0.6963492131619855)	(110, 0.696730522122174)	(112, 0.6971908829399627)	(114, 0.6976442685938455)	(116, 0.6981325300672578)	(118, 0.698597540994317)	(120, 0.6991253283965293)	(122, 0.699780993803683)	(124, 0.7004366592108364)	(126, 0.7013318052454256)	(128, 0.7021944005151205)	(130, 0.7030872214950743)	(132, 0.704128845971687)	(134, 0.7053378743820412)	(136, 0.7068096339661838)	(138, 0.7084720480304206)
1_R2_001 - illumina_universal_adapter	(1, 0.003581391104543319)	(2, 0.0038708285739158252)	(3, 0.004468787301850234)	(4, 0.0057092335991609745)	(5, 0.006087728751417329)	(6, 0.0066602424270992095)	(7, 0.007016473158634602)	(8, 0.00756672241359552)	(9, 0.008231474403692814)	(10, 0.009956967009567372)	(12, 0.012162734976708394)	(14, 0.015483314295663301)	(16, 0.018520817408308833)	(18, 0.021753929360145675)	(20, 0.025002944469640347)	(22, 0.027736697271021328)	(24, 0.03029710565393196)	(26, 0.032987919929636796)	(28, 0.03621308030264472)	(30, 0.04002824782475814)	(32, 0.04499639427706424)	(34, 0.05132585102488059)	(36, 0.05933150058983221)	(38, 0.06923439686336297)	(40, 0.08249604003422742)	(42, 0.09904168526143375)	(44, 0.11933252411705908)	(46, 0.14414940164210283)	(48, 0.17408073466990467)	(50, 0.20967359182389406)	(52, 0.25235289603021244)	(54, 0.30300127253886944)	(56, 0.36414096215439695)	(58, 0.4377455467421316)	(60, 0.526170283951198)	(62, 0.6339268996091227)	(64, 0.7608356880343718)	(66, 0.914401349325676)	(68, 1.0853300781477988)	(70, 1.2791323186291783)	(72, 1.503180774659985)	(74, 1.7599945064132188)	(76, 2.0704734436827996)	(78, 2.3995622560435734)	(80, 2.7647544169191534)	(82, 3.17478712112675)	(84, 3.6107976333684126)	(86, 4.082235609924423)	(88, 4.581448451329833)	(90, 5.107334068758956)	(92, 5.679701435390385)	(94, 6.302198735590824)	(96, 6.923668691806569)	(98, 7.581544156532618)	(100, 8.26384051015803)	(102, 8.966004678645369)	(104, 9.684828995095053)	(106, 10.415560005683153)	(108, 11.171500701790444)	(110, 11.943826421232599)	(112, 12.732209558961863)	(114, 13.55135417454867)	(116, 14.382904843424349)	(118, 15.256334887676157)	(120, 16.11882196914361)	(122, 16.99631686049276)	(124, 17.885225448092935)	(126, 18.796913718722188)	(128, 19.722351859462396)	(130, 20.64260398049039)	(132, 21.585144376975826)	(134, 22.528139603770285)	(136, 23.48040637147925)	(138, 24.466548455315163)
1_R2_001 - polya	(1, 0.009220650810009843)	(2, 0.018135960992989347)	(3, 0.022172182406546604)	(4, 0.02824718863183767)	(5, 0.03191445678773327)	(6, 0.03506964326704674)	(7, 0.03874327268600548)	(8, 0.047270545822133934)	(9, 0.059306055537579686)	(10, 0.07240071555303693)	(12, 0.08126354531574559)	(14, 0.09455381417039413)	(16, 0.11180078865031078)	(18, 0.12349915142341053)	(20, 0.13733012763842528)	(22, 0.15250969162282405)	(24, 0.16570613184729138)	(26, 0.18157430255827417)	(28, 0.19681906948907002)	(30, 0.2102270217103865)	(32, 0.22214007711186698)	(34, 0.23512977628678255)	(36, 0.2460981841233879)	(38, 0.25627143407710173)	(40, 0.2696714347195893)	(42, 0.2810899019179113)	(44, 0.2941463943549897)	(46, 0.30881705729433795)	(48, 0.3209718406922174)	(50, 0.33306460177523134)	(52, 0.34747127229745955)	(54, 0.36960210649409575)	(56, 0.3856690666758015)	(58, 0.39882892963765576)	(60, 0.4128062149031226)	(62, 0.4270140959546279)	(64, 0.44256420351245407)	(66, 0.4596855430468739)	(68, 0.47889178655023523)	(70, 0.49881049151666734)	(72, 0.5146643493857581)	(74, 0.526493118051652)	(76, 0.5414516281446069)	(78, 0.5563194902389121)	(80, 0.5677936184890365)	(82, 0.5794124654738471)	(84, 0.5964177119573648)	(86, 0.6154601529368504)	(88, 0.628456213374829)	(90, 0.6432525112596741)	(92, 0.6573808765228903)	(94, 0.6784175734726678)	(96, 0.6941537479750908)	(98, 0.7062958088468438)	(100, 0.7176602053091292)	(102, 0.7305576661696294)	(104, 0.7427204011463377)	(106, 0.7535234161433018)	(108, 0.7670744967835386)	(110, 0.77927380902286)	(112, 0.7901897364391945)	(114, 0.8006874108091282)	(116, 0.8121297327439368)	(118, 0.824529424769747)	(120, 0.8360719365978)	(122, 0.8461529482370984)	(124, 0.8563389207169385)	(126, 0.8674361441305722)	(128, 0.8779449507108664)	(130, 0.8900074957943305)	(132, 0.9035792505395226)	(134, 0.9172686886513826)	(136, 0.9288350552159224)	(138, 0.9388460929615264)
1_R2_001 - polyg	(1, 0.5961680323821369)	(2, 0.599596753173165)	(3, 0.600754503050655)	(4, 0.6015496609335466)	(5, 0.6028537198614886)	(6, 0.6042150301569988)	(7, 0.6081017618885725)	(8, 0.6104808742741838)	(9, 0.6123351824570868)	(10, 0.6147715462102664)	(12, 0.6181223415287711)	(14, 0.6196172383486072)	(16, 0.6205094054932114)	(18, 0.6213109246391662)	(20, 0.622037698944129)	(22, 0.6225847675675582)	(24, 0.6231270652436903)	(26, 0.6235373667112623)	(28, 0.6239810648099158)	(30, 0.6244295338558665)	(32, 0.6248159805869518)	(34, 0.6252803527905604)	(36, 0.625708147731556)	(38, 0.6261057266730019)	(40, 0.6265557860347184)	(42, 0.6270058453964351)	(44, 0.6274272790743676)	(46, 0.627820087068516)	(48, 0.6282494723252774)	(50, 0.6286534125297862)	(52, 0.6290001013667269)	(54, 0.6293658739928569)	(56, 0.6297380078820503)	(58, 0.6301276352446671)	(60, 0.6306174525005283)	(62, 0.6310611505991817)	(64, 0.6315191615397271)	(66, 0.6319390049018939)	(68, 0.6324129190000973)	(70, 0.6328279914149666)	(72, 0.6332176187775834)	(74, 0.6335961139298398)	(76, 0.6361422094708584)	(78, 0.6388457462726895)	(80, 0.6409322405573967)	(82, 0.6423539828520067)	(84, 0.6440778851421156)	(86, 0.6465158392110608)	(88, 0.6495851486390221)	(90, 0.6532555974264492)	(92, 0.6568163144260374)	(94, 0.6607364427886926)	(96, 0.6643464595770199)	(98, 0.6674173593207469)	(100, 0.6704993912748343)	(102, 0.6736657099645083)	(104, 0.6774840581181533)	(106, 0.6818383426848671)	(108, 0.6874314832331259)	(110, 0.6945258818642839)	(112, 0.703480949941408)	(114, 0.7142553392545878)	(116, 0.7291216110331273)	(118, 0.7461157253062844)	(120, 0.7682227047664341)	(122, 0.7927390126117447)	(124, 0.8241572908805537)	(126, 0.8617984747408716)	(128, 0.9059806273458548)	(130, 0.9585167086684964)	(132, 1.0198965359646572)	(134, 1.0960631192510681)	(136, 1.1863707903268217)	(138, 1.3007176745181512)
2_R1 - illumina_universal_adapter	(1, 9.396053399180875e-05)	(2, 9.396053399180875e-05)	(3, 0.00011745066748976094)	(4, 0.00014681333436220118)	(5, 0.00015855840111117728)	(6, 0.00018204853460912946)	(7, 0.00019379360135810556)	(8, 0.0002114112014815697)	(9, 0.00023490133497952188)	(10, 0.00024371013504125396)	(12, 0.00027894533528818226)	(14, 0.00031711680222235456)	(16, 0.0003523520024692828)	(18, 0.0003875872027162111)	(20, 0.00042575866965038347)	(22, 0.000499165336831484)	(24, 0.0005402730704529003)	(26, 0.0006048709375722689)	(28, 0.0007076402716258098)	(30, 0.0007957282722431304)	(32, 0.0009161152064201354)	(34, 0.001089354940967533)	(36, 0.0012802122756383942)	(38, 0.0015268586773668923)	(40, 0.0018116765460295626)	(42, 0.002119984548190185)	(44, 0.0025428069511533244)	(46, 0.002980310687552684)	(48, 0.0035470101581907805)	(50, 0.004272268029940055)	(52, 0.005091486435681136)	(54, 0.0062131403102083545)	(56, 0.007722381387451783)	(58, 0.009645636067596618)	(60, 0.012006394484140813)	(62, 0.014828146770582319)	(64, 0.018298813994904753)	(66, 0.02295866922756102)	(68, 0.02793564126243964)	(70, 0.03332956316690691)	(72, 0.0397453058785351)	(74, 0.047505858732921055)	(76, 0.05694301986572335)	(78, 0.06712305647039837)	(80, 0.07832197761554707)	(82, 0.09096554197081985)	(84, 0.10362672392621608)	(86, 0.1165198709499046)	(88, 0.12977417877612413)	(90, 0.14335734847131498)	(92, 0.15830881844276154)	(94, 0.17415584975381754)	(96, 0.18931579466005843)	(98, 0.20391784889572295)	(100, 0.21903962233502966)	(102, 0.23370627443781358)	(104, 0.24841403427421888)	(106, 0.26140995063196093)	(108, 0.2739419368531184)	(110, 0.285692876135469)	(112, 0.29712376234890997)	(114, 0.3069954909514244)	(116, 0.3172988507569637)	(118, 0.32511519267840727)	(120, 0.3283186596341905)	(122, 0.3300128855127303)	(124, 0.33092900071915043)	(126, 0.331874478592443)	(128, 0.33280821139898664)	(130, 0.333606875937917)	(132, 0.3344349031437198)	(134, 0.33530697434983125)	(136, 0.336193726889379)	(138, 0.3371362684959843)
2_R1 - polya	(1, 0.007070530182883609)	(2, 0.01121653874527217)	(3, 0.013125112091980785)	(4, 0.016366750514698186)	(5, 0.018692273730995454)	(6, 0.02123508068214878)	(7, 0.02406564176865202)	(8, 0.03181151328960175)	(9, 0.04327469843660242)	(10, 0.05545433265529063)	(12, 0.06323837564317454)	(14, 0.07474266852379663)	(16, 0.08943281076007847)	(18, 0.10010614016821048)	(20, 0.11251773945519099)	(22, 0.12675276035495)	(24, 0.13898818364069584)	(26, 0.1555722178902501)	(28, 0.17106102466546233)	(30, 0.183631182353554)	(32, 0.19432800189518395)	(34, 0.20542415370627914)	(36, 0.21419771856776426)	(38, 0.22340878716564877)	(40, 0.23451668404349293)	(42, 0.24446475557987568)	(44, 0.2560130924608064)	(46, 0.2693085080206474)	(48, 0.28056028196616645)	(50, 0.2912747191079199)	(52, 0.30509279013809026)	(54, 0.3268035460235726)	(56, 0.34275628293536936)	(58, 0.35637468783080717)	(60, 0.37037480739558665)	(62, 0.3854525368345847)	(64, 0.40171651801522934)	(66, 0.42047045334665695)	(68, 0.4435172105748353)	(70, 0.4671306672736517)	(72, 0.48404649965886454)	(74, 0.4976678408209896)	(76, 0.5150769660096594)	(78, 0.5314936330580406)	(80, 0.5435763704760499)	(82, 0.556237552431446)	(84, 0.5751236197637997)	(86, 0.5974891631205375)	(88, 0.6129838424291241)	(90, 0.6309214956214978)	(92, 0.6479665237409494)	(94, 0.6759285914035742)	(96, 0.695143520604899)	(98, 0.7094402031050903)	(100, 0.7235078568036764)	(102, 0.739962695318992)	(104, 0.7557245748961178)	(106, 0.7700506200631814)	(108, 0.7881732580568515)	(110, 0.8043608963036278)	(112, 0.8182288838674814)	(114, 0.8314274026266433)	(116, 0.8461674613966083)	(118, 0.862469614044187)	(120, 0.8778644602854075)	(122, 0.8916913401156396)	(124, 0.9069746082227447)	(126, 0.9268472611620122)	(128, 0.9440038674155791)	(130, 0.9658438190353001)	(132, 0.9919354848181505)	(134, 1.0154549809829752)	(136, 1.0343469208487033)	(138, 1.0475894836081738)
2_R1_001 - illumina_universal_adapter	(1, 0.003611428847990349)	(2, 0.0037848069438591397)	(3, 0.004146318718223853)	(4, 0.00461849736229205)	(5, 0.004828764414728668)	(6, 0.005024275884538156)	(7, 0.005142320545555206)	(8, 0.005363654284962173)	(9, 0.005596054711339488)	(10, 0.006376256142749047)	(12, 0.0072025687698683925)	(14, 0.008473393323630063)	(16, 0.009825373581840952)	(18, 0.011051931387721231)	(20, 0.012164133428241242)	(22, 0.01325051319916377)	(24, 0.014480759900700833)	(26, 0.015954473715585553)	(28, 0.017964921848532173)	(30, 0.02053977101696656)	(32, 0.023505643125019918)	(34, 0.027189005438317534)	(36, 0.03165072473519631)	(38, 0.03704573463324114)	(40, 0.043825924850407906)	(42, 0.05330085334485449)	(44, 0.06529345312505533)	(46, 0.07999185786950636)	(48, 0.09785902398313379)	(50, 0.12052728779406399)	(52, 0.14910516244716027)	(54, 0.1855071847882928)	(56, 0.23208502579866067)	(58, 0.2913784901379588)	(60, 0.36770543017245144)	(62, 0.46594256596040545)	(64, 0.586646920745995)	(66, 0.7431390967458629)	(68, 0.9200640657886505)	(70, 1.1292908496500567)	(72, 1.382020779991902)	(74, 1.6785471240189014)	(76, 2.051149563175732)	(78, 2.4504208734832735)	(80, 2.9031276818271428)	(82, 3.417553403404644)	(84, 3.969939705738269)	(86, 4.573221701448526)	(88, 5.215818102620945)	(90, 5.898343110382382)	(92, 6.6418308077678105)	(94, 7.449153000046037)	(96, 8.256340547632792)	(98, 9.106618085386426)	(100, 9.99239386604528)	(102, 10.896105057387413)	(104, 11.825400584557162)	(106, 12.762096036414416)	(108, 13.722525842927414)	(110, 14.698945167664736)	(112, 15.682434260928279)	(114, 16.692998003864783)	(116, 17.71419498853196)	(118, 18.77409033308662)	(120, 19.803216598968056)	(122, 20.845217110691657)	(124, 21.88231323563957)	(126, 22.937156637592267)	(128, 23.991575816544433)	(130, 25.028351007570205)	(132, 26.063434839937344)	(134, 27.102513746300776)	(136, 28.12928465230535)	(138, 29.200368417387033)
2_R1_001 - polya	(1, 0.007525347139836886)	(2, 0.011793399414734571)	(3, 0.013759580799799796)	(4, 0.017149675908383177)	(5, 0.019488435754783463)	(6, 0.021845640079467665)	(7, 0.024719289796101458)	(8, 0.032746326745260804)	(9, 0.043986391811477954)	(10, 0.05610441404400941)	(12, 0.06367587237955608)	(14, 0.07505611548073098)	(16, 0.08958483102496999)	(18, 0.09989713883350626)	(20, 0.11196904987032794)	(22, 0.12595365330519148)	(24, 0.1376511414328497)	(26, 0.15341748146993933)	(28, 0.1683003309972295)	(30, 0.18047922000809785)	(32, 0.1908431723558291)	(34, 0.20178628132167525)	(36, 0.21069496433280566)	(38, 0.21957598062651024)	(40, 0.23057073413155132)	(42, 0.24031126311328627)	(44, 0.2516121949578404)	(46, 0.2646395299697688)	(48, 0.2757025280444604)	(50, 0.28627674744462817)	(52, 0.2999865281530614)	(54, 0.32155550105827035)	(56, 0.33713186296903574)	(58, 0.3499212642111016)	(60, 0.36359415596296707)	(62, 0.37841982760757703)	(64, 0.3942156788099209)	(66, 0.4122322451976481)	(68, 0.43394877392912834)	(70, 0.4559899254784055)	(72, 0.4722948442813854)	(74, 0.48493484524935165)	(76, 0.5009630968780728)	(78, 0.5158459464053631)	(80, 0.5266931440841328)	(82, 0.538202498533295)	(84, 0.5562116871297087)	(86, 0.5771904367298324)	(88, 0.5916250854348234)	(90, 0.6080609600336191)	(92, 0.6234694771920009)	(94, 0.6481998336750726)	(96, 0.6653236873138584)	(98, 0.6777644879163582)	(100, 0.6896962209182222)	(102, 0.7037084910705116)	(104, 0.7169073597304805)	(106, 0.7287192036234988)	(108, 0.7434378972940623)	(110, 0.7562826319709799)	(112, 0.7672792299238493)	(114, 0.777669004541178)	(116, 0.7889994475509865)	(118, 0.8012871589837298)	(120, 0.8128352468372884)	(122, 0.8229446653847017)	(124, 0.8340261079376772)	(126, 0.8479775113116297)	(128, 0.8597690662785358)	(130, 0.874557848966578)	(132, 0.8918698362838596)	(134, 0.9073613535945189)	(136, 0.9197265318360548)	(138, 0.9288639263779058)
