gene,log2FC,pvalue,stat,padj
ENSG00000227232.5,-0.0537609205659036,0.7788899952318552,-0.30032624839930083,
ENSG00000268903.1,-0.7252902633596423,0.23405903133693015,-1.400150312191617,
ENSG00000269981.1,-0.7077412017396272,0.6362182844984066,-0.5110702047751726,
ENSG00000241860.7,0.527858102356251,0.24167489851742002,1.3730615723643234,
ENSG00000279928.2,1.8733273620725222,0.016094410382446418,4.002662936227121,
ENSG00000279457.4,0.3762077189340161,0.11029542116681644,2.0451562370380607,
ENSG00000228463.10,0.11496709414101602,0.8005367559710206,0.2699734786804028,
ENSG00000236679.2,-0.8122643039798527,0.054425790868023564,-2.694105675186814,
ENSG00000290385.1,0.28503251175026023,0.1146192036341189,2.0113739661920613,
ENSG00000233653.3,0.9610235558055653,0.10063617711212776,2.126209244907332,
ENSG00000250575.1,0.20774521365631557,0.6141823977895604,0.5458524615152409,
ENSG00000225972.1,0.13439643289869713,0.5973943975231538,0.5728743419742066,
ENSG00000225630.1,-0.003576690639750823,0.9849915182376525,-0.020012978754375004,
ENSG00000237973.1,0.06950030641320655,0.6891873819915311,0.43024047238366786,
ENSG00000229344.1,-0.005325009003523227,0.9826438077589703,-0.02314417204956736,
ENSG00000248527.1,0.14902207586803728,0.23970935510777708,1.3799710089426054,
ENSG00000198744.5,-0.06992178921043211,0.750808557007244,-0.34021754369266044,
ENSG00000229376.3,0.2236248690456267,0.5851872646341618,0.5928297024353298,
ENSG00000291215.1,0.4297884258262035,0.044803930938343915,2.8846317994412054,
ENSG00000237491.10,0.3115143926102659,0.3984445042083856,0.9443893175297179,
ENSG00000177757.2,-0.06977732386692735,0.8300348608853444,-0.2290910120848894,
ENSG00000225880.6,0.43801275564766906,0.09685490900872448,2.160314947845584,
ENSG00000228794.12,0.6212885474324071,0.02589056465761644,3.456912862154251,
ENSG00000272438.1,0.03196891411469375,0.9818283368805987,0.024231847976544357,
ENSG00000230699.2,0.7317415591096158,0.5125086340648599,0.7179095517823606,
ENSG00000223764.2,1.4467131094267733,0.29468791136911926,1.2047968170034584,
ENSG00000187634.13,0.5397654199704729,0.5336242675942994,0.6803499464224787,
ENSG00000188976.11,0.25964799995888915,0.4969514242956862,0.7463150950371299,
ENSG00000187961.15,0.1015675905700694,0.7903117335147042,0.28427079739756983,
ENSG00000187583.11,-0.018363631062745436,0.968746002449592,-0.04168708242453505,
ENSG00000187642.10,-0.06256842441531384,0.9562199554586992,-0.05841488243705387,
ENSG00000272512.1,0.08979204255024448,0.89510629687129,0.14043227805977515,
ENSG00000188290.11,0.1547980388149604,0.71534756679889,0.3915600995842539,
ENSG00000187608.10,-0.29276910012372354,0.4782873568743867,-0.781290752010399,
ENSG00000188157.15,-0.14536401636073693,0.6707584687982164,-0.4579548181649297,
ENSG00000291156.1,0.25222003645767677,0.8480813627383221,0.20431583446949497,
ENSG00000131591.18,0.01863681003660227,0.7926026556670352,0.28106140280637265,
ENSG00000285812.1,0.6058569370287166,0.39086525626860985,0.9612409902935247,
ENSG00000186891.14,-2.442363860208524,0.18838895018592342,-1.5839024033294586,
ENSG00000186827.12,1.672384451722585,0.18322585816448997,1.6074890384161076,
ENSG00000078808.20,0.07217342186384053,0.6642064492285591,0.46790842309699315,
ENSG00000176022.7,0.5176798250451663,0.11942713846884379,1.9754115447691638,
ENSG00000184163.3,0.9617841626500685,0.024336098500233525,3.5251784007368174,
ENSG00000260179.1,-0.0441603198115529,0.9588557715333302,-0.05489340436950263,
ENSG00000160087.21,0.31261734096609983,0.27453442089606284,1.2650415872500025,
ENSG00000230415.1,0.288583665404931,0.6215815588910464,0.5340896009780536,
ENSG00000162572.21,0.6522356408289542,0.0036346964648893963,6.1087993622158265,
ENSG00000131584.19,0.1404954412301044,0.39954629395542035,0.9419623359081755,
ENSG00000169972.13,0.6152120724451292,0.16317810420586476,1.7061333179057532,
ENSG00000127054.22,0.16102072716584812,0.2067667382286472,1.5050333298048475,
ENSG00000240731.1,0.48891883254169344,0.23952820066009364,1.3806106329927657,
ENSG00000224051.7,0.3173411164975457,0.20606568326445793,1.507908178336993,
ENSG00000169962.5,0.8520314824868742,0.26031027077651675,1.310167277680191,
ENSG00000107404.21,0.3276003352591812,0.21353797167585684,1.477764808882256,
ENSG00000162576.17,1.9794675405041067,0.07584427919750945,2.381755999221964,
ENSG00000175756.14,0.06140093171082298,0.7503306897815993,0.3409018954629887,
ENSG00000221978.13,0.056111468579346596,0.7385667458642975,0.35781135907437234,
ENSG00000224870.9,0.3700996765702798,0.16124958504327133,1.7162856792770718,
ENSG00000242485.6,0.13764020385956555,0.661067445452268,0.47269656185597553,
ENSG00000272455.1,0.39257422367321376,0.3941765474025607,0.9538447386106362,
ENSG00000235098.9,-0.8064349509606987,0.22190680873067886,-1.4452452750182325,
ENSG00000205116.4,0.36972436353006494,0.5148395342052253,0.7137087969995765,
ENSG00000179403.12,0.3931240669362712,0.48126157487708465,0.7756482085553063,
ENSG00000215915.10,0.9630814684099415,0.3292410838453082,1.109972223689465,
ENSG00000160072.20,-0.16988559895080244,0.5619073760792739,-0.6316616123091595,
ENSG00000197785.14,0.2247781441195137,0.4361734874459475,0.8643004617463438,
ENSG00000205090.9,0.5063242930145782,0.017921380996555596,3.87472447601233,
ENSG00000160075.12,0.35681673889806925,0.16313087198524673,1.7063804496050143,
ENSG00000215014.5,0.5704404699972856,0.4081007962872413,0.923308775959692,
ENSG00000228594.4,0.948021869089814,0.08235090173808451,2.3064720770548854,
ENSG00000286989.1,1.4799612597708176,0.19253010218939032,1.5654617454313986,
ENSG00000272106.1,0.6900036241900812,0.12266961722363266,1.9520401540165429,
ENSG00000197530.13,0.48697611421926246,0.04752038797577677,2.826356753983616,
ENSG00000189409.14,-1.4576271785653159,0.07750570078610414,-2.361857892252389,
ENSG00000248333.9,0.07488878705451411,0.6183546406822369,0.539208918101427,
ENSG00000272004.1,0.8826701827113134,0.20486724672458242,1.5128457850012207,
ENSG00000189339.12,0.4731694412501224,0.21276698883379985,1.480825109218756,
ENSG00000269737.2,0.5088524916011652,0.20872312206819943,1.497062790229264,
ENSG00000215914.4,0.8086177495965108,0.45568133449439097,0.8250939502724517,
ENSG00000008128.23,0.29324622153861174,0.1166061757005016,1.9963153105774245,
ENSG00000268575.1,0.45763667227023463,0.0730581382369937,2.416258592615644,
ENSG00000227775.3,-0.32858418914014564,0.4602998381769403,-0.8160084221045159,
ENSG00000290854.1,0.2811424277845876,0.38500955921516944,0.9744528585495448,
ENSG00000008130.15,0.18305677711965151,0.24085331508425348,1.375942891918726,
ENSG00000078369.19,0.1473675369574682,0.39776909236778263,0.945879904976935,
ENSG00000231050.3,0.34512325706594016,0.18065495316876173,1.6194918318727236,
ENSG00000178821.13,1.0828735442155903,0.15336085531199853,1.7591949256319355,
ENSG00000142609.20,2.7340342766000596,0.19884460270990223,1.5381138141718995,
ENSG00000187730.9,0.22152128599695156,0.919163094945854,0.1080445019392623,
ENSG00000067606.17,1.3537606398331037,0.14226183263357378,1.8237153842600187,
ENSG00000271806.1,0.45378187707110795,0.6573385954924701,0.478401166215021,
ENSG00000182873.5,0.33782634843664916,0.4670020210956621,0.8029507940617759,
ENSG00000162585.17,0.18983034190706294,0.3312560715804878,1.104729808878882,
ENSG00000157933.11,0.1932750414942064,0.07821531368762581,2.3535056870207502,
ENSG00000287356.1,0.906021421153608,0.013031502174446829,4.262128040210102,
ENSG00000116151.14,0.5990465705153575,0.0070745705034796465,5.081244882741611,
ENSG00000269896.2,0.5623032196457876,0.11926934941561325,1.9765664758636232,
ENSG00000272420.1,0.4427025423334284,0.34319798015425396,1.0742411110469081,
ENSG00000157916.20,0.1867701502544392,0.13909747427886077,1.8431002586933751,
ENSG00000157911.11,0.25958771265697145,0.3170428693005856,1.1423491894746125,
ENSG00000149527.18,1.1706945205414145,0.2986596102693022,1.1933857754189088,
ENSG00000224387.1,1.7854776071513863,0.33399137227035247,1.097659547369312,
ENSG00000157881.16,0.24630591625125145,0.3491763891123104,1.059334969718552,
ENSG00000197921.6,0.10281998975328413,0.9233035326995813,0.10248559748499271,
ENSG00000272449.3,0.14948694485973568,0.8990072010586747,0.135169116551176,
ENSG00000238164.6,3.3215966707575832,0.23002958883479607,1.4148386043841874,
ENSG00000157873.18,1.0019077173730264,0.28672461739013366,1.2281195499206332,
ENSG00000228037.1,0.9975453793262599,0.22510264917081718,1.4331511754736126,
ENSG00000289610.2,0.3882233301815281,0.6130510006275351,0.5476588359461748,
ENSG00000157870.17,0.5234691337932182,0.040969565578759796,2.9742956393691604,
ENSG00000142606.16,3.3684175300544057,0.24695649113077034,1.35476626240164,
ENSG00000215912.13,0.8787351792444031,0.12190957739689395,1.9574574924250372,
ENSG00000177133.14,-0.8776855791571994,0.5067596166748559,-0.7283309491207475,
ENSG00000142611.17,-1.2127103115452273,0.28044328841205696,-1.2469535032790322,
